Job #,Release #,Job,Description,Fab Hrs,Install HRS,Paint color,PM,BY,Released,Fab Order,Cut start,Fitup comp,Welded,Paint Comp,Ship,Start install,Comp. ETA,Job Comp,Invoiced,Notes
410,133,Lennar - Columnbine Square,Bld 5 Stair 3,36.3,34.9,Red Oxide Primed,RL,CBA,11/18,2,X,X,X,X,ST,4/10,4/14,,,
410,132,Lennar - Columnbine Square,Bld 5 Stair 2,36.3,34.9,Red Oxide Primed,RL,CBA,11/18,2,X,X,X,X,ST,4/10,4/14,,,
410,136,Lennar - Columnbine Square,Bld 7 Stair 1,36.3,34.9,Red Oxide Primed,RL,CBA,11/14,2,X,X,X,X,O,4/10,4/14,,,QC Done
410,137,Lennar - Columnbine Square,Bld 7 Stair 2,36.3,34.9,Red Oxide Primed,RL,CBA,11/14,2,X,X,X,X,O,4/10,4/14,,,QC Done
410,138,Lennar - Columnbine Square,Bld 7 Stair 3,36.3,34.9,Red Oxide Primed,RL,CBA,11/14,2,X,X,X,X,O,4/10,4/14,,,QC Done still need sway bars 8 total
410,406,Lennar - Columnbine Square,Bld 4 Wings,0,0,Red Oxide Primed,RL,CBA,2/26,2,X,X,X,X,RS,3/27,3/27,,,
410,467,Lennar - Columnbine Square,Bld 2 Stair Core Ledger Angle,6,24,Red Oxide Primed,RL,DCR,3/20,20,X,X,X,O,,4/1,4/2,,,HOT
410,491,Lennar - Columnbine Square,Bld 1 Landing Extention Rails,1.6,1,Red Oxide primed,RL,CBA,3/30,80.555,-,,,,,4/10,4/10,,,
410,256,Lennar - Columnbine Square,Bld 2 Embed Fix,70.5,141,Raw Finish,RL,RJA,1/19,,X,X,X,X,X,4/10,4/22,X,O,QC Done
410,825,Lennar - Columnbine Square,Bld 6 Retail Area Columns & Beams,20.1,25.1,1HR Intumescent Paint,RL,RJA,11/21,,X,X,X,X,X,2/5,2/6,X,X,Painted Waiting On Inspection 2/11
410,823,Lennar - Columnbine Square,Bld 4 Retail Area Columns & Beams,20.1,25.1,Intumescent,RL,RJA,12/9,,X,X,X,X,X,2/5,2/6,X,X,Painted Waiting On Inspection 2/11
410,V862,Lennar - Columnbine Square,Missing SC4.2 Column,1.5,0,1 HR Intumescent,RL,RL,3/18,,X,X,X,X,X,3/18,3/18,X,O,
410,V296,Lennar - Columnbine Square,#4 Rebar,1,0,RAW,RL,RL,12/1,,X,X,X,X,X,4/10,4/10,X,O,
410,685,Lennar - Columnbine Square,HD Embeds Bld 7 Install,0,7,RAW,RL,DCR,8/21,,X,X,X,X,X,4/10,4/10,X,O,
410,447,Lennar - Columnbine Square,HD Embeds Bld 7 Missing,5,0,RAW,RL,DCR,3/10,,X,X,X,X,X,4/10,4/10,X,O,
410,455,Lennar - Columnbine Square,Bld 2 Hold Down All Thread,5,0,RAW,RL,DCR,3/16,,X,X,X,X,X,3/16,3/16,X,O,allthread ordered 3/17
410,V427,Lennar - Columnbine Square,Building 1 column extensions,1,1.5,RAW,RL,RL,11/18,,X,X,X,X,X,11/18,11/18,X,O,
410,V983,Lennar - Columnbine Square,Hold Down Embed Rework/ Rebar add,2.5,0,RAW,RL,RL,12/15,,X,X,X,X,X,12/22,12/22,X,O,
420,195,Thompson Thrift - The Stacks at Wheat Ridge,Building 2 Amenity Deck Screen Wall,3,4,Primed Finish,DR,RJA,12/16,1,X,X,X,X,X,4/10,4/10,O,MFP,QC Done
420,424,Thompson Thrift - The Stacks at Wheat Ridge,Bld 1 Stair 2,60.7,57.7,Red Oxide Primed,DR,CBA,3/13,1,X,X,X,X,X,4/10,4/15,O,,Qc done
420,500,Thompson Thrift - The Stacks at Wheat Ridge,Clubhouse Bracket,0.3,1,RAW,DR,DCR,4/2,3,-,,,,,4/10,4/10,,,
420,466,Thompson Thrift - The Stacks at Wheat Ridge,Bld 2 Stairs 1&2,121.5,115,Red Oxide Primed,DR,CBA,3/23,37,X,O,,,,4/13,4/22,,,
420,V922,Thompson Thrift - The Stacks at Wheat Ridge,Additional Saddles per GC direction,1,1,Red OX,DR,DR,1/6,,X,X,X,X,X,1/6,1/6,X,O,NEED CO
420,423,Thompson Thrift - The Stacks at Wheat Ridge,Bld 1 Stair 1,60.7,57.7,Red Oxide Primed,DR,CBA,3/9,,X,X,X,X,X,4/13,4/16,X,M,
440,214,Evergreen - Outlook Green Valley Ranch,Bld 16 Ultralox Post install,6.7,3.5,Factory Black,RL,CBA,12/16,1,X,X,X,X,X,2/27,2/27,O,,
440,311,Evergreen - Outlook Green Valley Ranch,Pour Stop Angle Install Bld 15,1.8,3.6,N/A,RL,DCR,2/23,1,X,X,X,X,X,4/13,4/13,O,,
440,758,Evergreen - Outlook Green Valley Ranch,Planter Trellis,24,16,Railing Black,RL,DCR,9/12,1,X,X,X,X,X,4/13,4/14,50%,MFP,2 more behind bld 5
440,310,Evergreen - Outlook Green Valley Ranch,Pour Stop Angle Install Bld 12,0.9,1.8,N/A,RL,DCR,2/23,1,X,X,X,X,X,4/13,4/13,O,,
440,690,Evergreen - Outlook Green Valley Ranch,Bld 15 Stair Core 1 Type B2,27.9,28.8,Railing Black,RL,DCR,8/6,1,X,X,X,X,X,4/13,4/14,90%,M,All but WHR
440,691,Evergreen - Outlook Green Valley Ranch,Bld 15 Stair Core 2 Type B2,22.1,23,Railing Black,RL,DCR,8/6,1,X,X,X,X,X,4/13,4/14,90%,M,All but WHR
440,213,Evergreen - Outlook Green Valley Ranch,Bld 15 Ultralox Post install,6.7,5,Factory Black,RL,CBA,12/16,1,X,X,X,X,X,2/27,2/27,O,,
440,312,Evergreen - Outlook Green Valley Ranch,Pour Stop Angle Install Bld 16,0.9,1.8,N/A,RL,DCR,2/23,1,X,X,X,X,X,4/13,4/13,O,,
440,409,Evergreen - Outlook Green Valley Ranch,Trash Enclosure A,6,12,Railing Black,RL,DEP,3/3,1,X,X,X,X,X,3/30,3/30,O,,
440,671,Evergreen - Outlook Green Valley Ranch,Bld 12 Stair Core 1 Type A1,27.9,28.8,Railing Black,RL,DCR,8/5,1,X,X,X,X,X,4/13,4/14,90%,90%,Ready to ship
440,686,Evergreen - Outlook Green Valley Ranch,Bld 9 Stair Core 1 Type B2,27.9,28.8,Railing Black,RL,DCR,8/5,1,X,X,X,X,X,12/10,12/11,90%,90%,All but WHR
440,687,Evergreen - Outlook Green Valley Ranch,Bld 9 Stair Core 2 Type B2,28.3,29.3,Railing Black,RL,DCR,8/5,1,X,X,X,X,X,12/10,12/11,90%,90%,All but WHR
440,688,Evergreen - Outlook Green Valley Ranch,Bld 11 Stair Core 1 Type B1,28.3,29.3,Railing Black,RL,DCR,8/6,1,X,X,X,X,X,4/13,4/14,90%,90%,All But WHR
440,689,Evergreen - Outlook Green Valley Ranch,Bld 11 Stair Core 2 Type B1,27.9,28.8,Railing Black,RL,DCR,8/6,1,X,X,X,X,X,4/13,4/14,90%,90%,All But WHR
440,670,Evergreen - Outlook Green Valley Ranch,Bld 10 Stair Core 1 Type A2,27.9,28.8,Railing Black,RL,DCR,8/5,1,X,X,X,X,X,4/13,4/14,90%,90%,QC Done
440,623,Evergreen - Outlook Green Valley Ranch,Bld 2 Stair Core 1 Type B1,28.3,29.3,Railing Black,RL,DCR,7/24,1,X,X,X,X,X,8/12,8/13,90%,90%,1st/ This date can't push out/ elevation confirmed onsite
440,624,Evergreen - Outlook Green Valley Ranch,Bld 2 Stair Core 2 Type B1 (reliance treads),27.9,28.8,Railing Black,RL,DCR,7/24,1,X,X,X,X,X,8/12,8/13,90%,90%,1st/ This date can't push out/ elevation confirmed onsite
440,625,Evergreen - Outlook Green Valley Ranch,Bld 5 Stair Core 1 Type B2,27.9,28.8,Railing Black,RL,DCR,7/24,1,X,X,X,X,X,4/13,4/14,90%,90%,QC Done
440,626,Evergreen - Outlook Green Valley Ranch,Bld 5 Stair Core 2 Type B2,28.3,29.3,Railing Black,RL,DCR,7/24,1,X,X,X,X,X,4/13,4/14,90%,90%,All but WHR
440,655,Evergreen - Outlook Green Valley Ranch,Bld 6 Stair Core 1 Type B1,28.3,29.3,Railing Black,RL,DCR,7/31,1,X,X,X,X,X,4/13,4/14,90%,90%,All but WHR
440,656,Evergreen - Outlook Green Valley Ranch,Bld 6 Stair Core 2 Type B1,27.9,28.8,Railing Black,RL,DCR,7/31,1,X,X,X,X,X,4/13,4/14,90%,90%,All but WHR
440,657,Evergreen - Outlook Green Valley Ranch,Bld 7 Stair Core 1 Type B1,28.3,29.3,Railing Black,RL,DCR,7/31,1,X,X,X,X,X,4/13,4/14,90%,90%,QC Done
440,658,Evergreen - Outlook Green Valley Ranch,Bld 7 Stair Core 2 Type B1,27.9,28.8,Railing Black,RL,DCR,7/31,1,X,X,X,X,X,4/13,4/14,90%,90%,All but WHR
440,659,Evergreen - Outlook Green Valley Ranch,Bld 8 Stair Core 1 Type B2,27.9,28.8,Railing Black,RL,DCR,8/5,1,X,X,X,X,X,11/27,11/28,90%,90%,All but WHR
440,660,Evergreen - Outlook Green Valley Ranch,Bld 8 Stair Core 2 Type B2,28.3,29.3,Railing Black,RL,DCR,8/5,1,X,X,X,X,X,11/27,11/28,90%,90%,All but WHR
440,421,Evergreen - Outlook Green Valley Ranch,Bld 6 Stair Rail,5.5,7.6,Railing Black,RL,DCR,3/5,1,X,X,X,X,X,4/13,4/13,O,,Qc done
440,672,Evergreen - Outlook Green Valley Ranch,Bld 16 Stair Core 1 Type A1,27.9,28.8,Railing Black,RL,DCR,8/5,2,X,X,X,X,RS,4/13,4/14,,M,QC Done
440,334,Evergreen - Outlook Green Valley Ranch,Bld 10 Ultralox Remaing Install,3.6,41.4,Factory Black,RL,CBA,1/29,3,-,,,,,4/14,4/16,,,
440,270,Evergreen - Outlook Green Valley Ranch,Bld 7 Ultralox Remaing Install P1 of 2,6.7,72.7,Factory Black,RL,CBA,1/8,3,X,O,,,,3/30,4/3,,,
440,271,Evergreen - Outlook Green Valley Ranch,Bld 8 Ultralox Remaing Install P1 of 2,6.7,72.7,Factory Black,RL,CBA,1/8,3,-,,,,,4/14,4/20,,,
440,444,Evergreen - Outlook Green Valley Ranch,Bld 13 Steel Divider & Ultralox Balcony Rail,1.3,17.8,Ultralox Black,RL,CBA,3/11,22,X,X,X,O,,4/14,4/15,,,dividers are Finished / Ultralox cut
440,445,Evergreen - Outlook Green Valley Ranch,Bld 14 Steel Divider & Ultralox Balcony Rail,1.3,17.8,Ultralox Black,RL,CBA,3/11,23,X,X,X,O,,4/14,4/15,,,dividers are Finished / Ultralox cut
440,476,Evergreen - Outlook Green Valley Ranch,Clubhouse Site Rails,8,8,Railing Black,RL,DCR,3/25,25,X,X,O,,,4/8,4/8,,,HOT
440,440,Evergreen - Outlook Green Valley Ranch,Bld 6 Utility Room Gates,6,6,Railing Black,RL,DCR,3/11,26,X,X,O,,,4/14,4/14,,,
440,441,Evergreen - Outlook Green Valley Ranch,Bld 7 Utility Room Gates,6,6,Railing Black,RL,DCR,3/11,28,X,O,,,,4/14,4/14,,,
440,439,Evergreen - Outlook Green Valley Ranch,Bld 5 Utility Room Gates,6,6,Railing Black,RL,DCR,3/18,36,X,O,,,,4/14,4/14,,,
440,451,Evergreen - Outlook Green Valley Ranch,Bld 2 retaining wall Ultralox Rail,3.6,53.4,Factory Black,RL,CBA,3/17,40,-,,,,,3/31,4/3,,,
440,450,Evergreen - Outlook Green Valley Ranch,Bld 3 Site Ramp Rail,6,8.3,Railing Black,RL,DCR,3/17,44,X,O,,,,4/14,4/14,,,
440,452,Evergreen - Outlook Green Valley Ranch,Bld 2 Site Ramp Rail,16.3,22.3,Railing Black,RL,DCR,3/18,45,X,O,,,,4/14,4/15,,,
440,482,Evergreen - Outlook Green Valley Ranch,Bld 2&5 Stair Wings Extensions,4,4,Railing Black,RL,DCR,3/25,45.1,X,X,O,,,4/10,4/10,,,
440,483,Evergreen - Outlook Green Valley Ranch,Pool Deck Escutcheon Plates,4,4,Railing Black,RL,DCR,3/25,52,X,O,,,,4/8,4/8,,,HOT
440,486,Evergreen - Outlook Green Valley Ranch,Trash Enclosure B,6,12,Railing Black,RL,DEP,3/27,59,-,,,,,4/14,4/14,,,Decking is here
440,489,Evergreen - Outlook Green Valley Ranch,Trash Enclosure C,6,12,Railing Black,RL,DEP,3/27,60,-,,,,,4/14,4/14,,,Decking is here
440,277,Evergreen - Outlook Green Valley Ranch,Bld 9 Ultralox Remaing Install P1 of 2,6.7,72.7,Factory Black,RL,CBA,2/27,80.555,-,,,,,4/14,4/20,,,
440,278,Evergreen - Outlook Green Valley Ranch,Bld 11 Ultralox Remaing Install P1 of 2,6.7,72.7,Factory Black,RL,CBA,2/27,80.555,-,,,,,4/14,4/20,,,
440,279,Evergreen - Outlook Green Valley Ranch,Bld 15 Ultralox Remaing Install P1 of 2,6.7,72.7,Factory Black,RL,CBA,2/27,80.555,-,,,,,4/14,4/20,,,
440,490,Evergreen - Outlook Green Valley Ranch,Trash Enclosure D,6,12,Railing Black,RL,DEP,3/30,80.555,-,,,,,4/14,4/14,,,Decking is here
440,492,Evergreen - Outlook Green Valley Ranch,Trash Enclosure E,6,12,Railing Black,RL,DEP,3/30,80.555,-,,,,,4/15,4/15,,,Decking is here
440,V936,Evergreen - Outlook Green Valley Ranch,Building 15 Missing Riser Pans,1,1,Railing Black,RL,RL,4/1,80.555,-,,,,,4/15,4/15,,,
440,269,Evergreen - Outlook Green Valley Ranch,Bld 6 Ultralox Remaing Install P1 of 2,6.7,72.7,Factory Black,RL,CBA,1/8,,X,X,X,X,X,3/23,3/27,X,O,Need 12 Lower Saddles
440,416,Evergreen - Outlook Green Valley Ranch,Landing Pour Stop Angle Remaining,6,12,Red Oxide Primed,RL,DCR,3/4,,X,X,X,X,X,4/15,4/15,X,O,material ordered 3/16
440,443,Evergreen - Outlook Green Valley Ranch,Bld 4 Steel Divider & Ultralox Balcony Rail,1.3,17.8,Ultralox Black,RL,CBA,3/11,,X,X,X,X,X,3/20,3/23,X,O,HOT dividers are finished
440,219,Evergreen - Outlook Green Valley Ranch,Bld 7&8 retaining wall Ultralox Rail,14.3,213.8,Factory Black,RL,CBA,12/24,,X,X,X,X,X,1/30,2/18,X,X,
440,347,Evergreen - Outlook Green Valley Ranch,Bld 3 Steel Divider & Ultralox Balcony Rail,1.3,17.8,Ultralox Black,RL,CBA,2/5,,X,X,X,X,X,3/11,3/12,X,MFP,Hold 3/11 delivery date.mesh delivered
440,387,Evergreen - Outlook Green valley Ranch,Carraige House 3 Site Rail,10,13.8,Railing Black,RL,DCR,2/24,,X,X,X,X,X,3/4,3/4,X,O,QC Done
440,V766,Evergreen - Outlook Green Valley Ranch,Electrical Cover Plates,1.5,1.5,Railing Black,RL,RL,1/19,,X,X,X,X,X,4/15,4/15,X,O,No Charge or CO?
440,320,Evergreen - Outlook Green Valley Ranch,Fire Pit Footrest,1.6,1.3,Railing Black,RL,DCR,1/22,,X,X,X,X,X,1/30,1/30,X,O,NEED CO
440,321,Evergreen - Outlook Green Valley Ranch,Fire Pit Top Support,4.5,9,Red Oxide Primed,RL,DCR,1/22,,X,X,X,X,X,1/30,1/30,X,O,NEED CO
440,237,Evergreen - Outlook Green Valley Ranch,Breeze Way Gate,15.4,15.4,Railing Black,RL,DCR,12/23,,X,X,X,X,X,1/14,1/14,X,O,QC Done
440,V471,Evergreen - Outlook Green Valley Ranch,Amenity Steel Splices,0.5,0,RAW,RL,RL,11/3,,X,X,X,X,X,4/15,4/15,X,O,No Charge or CO?
440,V734,Evergreen - Outlook Green Valley Ranch,R4 Panel,1.5,0,Railing Black,RL,RL,1/13,,X,X,X,X,X,1/13,1/13,X,O,No Charge or CO?
450,344,Marrow - Sandstone Ranch,Bld A Balconyrails,71.3,106.9,Red Oxide Primed,DR,CBA,2/25,1,X,X,X,X,X,4/15,4/23,50%,,
450,442,Marrow - Sandstone Ranch,Roof Access Ladder And Safety Gate,3,3,Railing Black,DR,DEP,3/13,1,X,X,X,X,X,4/15,4/15,O,,Building A only
450,193,Marrow - Sandstone Ranch,Fitness Stair,32.8,30.2,Railing Black,DR,CBA,12/12,2,X,X,X,X,ST,4/15,4/16,,M,
450,300,Marrow - Sandstone Ranch,Upper Canopies Bld A,45,90,Charcol Grey,DR,DCR,1/22,5,X,X,X,O,,4/15,4/22,,MFP,QC Done still missing clevis assembly
450,301,Marrow - Sandstone Ranch,Lower Canopies Bld A,16,32,Charcol Grey,DR,DCR,2/4,6,X,X,X,O,,4/15,4/17,,MF,"Knife plates,Stand offs are done HOLD per Danny Req"
450,314,Marrow - Sandstone Ranch,Upper Canopies Bld B,26,52,Charcol Grey,DR,DCR,1/22,8,X,X,X,O,,4/15,4/20,,MFP,QC Done
450,316,Marrow - Sandstone Ranch,Lower Canopies Bld B,39.6,89.6,Charcol Grey,DR,DCR,1/22,9,X,X,X,O,,4/15,4/22,,M,"Knife plates,Stand offs are done"
450,313,Marrow - Sandstone Ranch,Upper Canopies Bld C,18,36,Charcol Grey,DR,DCR,1/22,39,X,O,,,,4/15,4/17,,M,"Knife plates,Stand offs are done"
450,317,Marrow - Sandstone Ranch,Lower Canopies Bld C,12,24,Charcol Grey,DR,DCR,1/22,80.555,-,,,,,4/15,4/16,,M,"Knife plates,Stand offs are done"
450,318,Marrow - Sandstone Ranch,Lower Canopies Bld D,9,18,Charcol Grey,DR,DCR,1/22,80.555,-,,,,,4/15,4/16,,M,"Knife plates,Stand offs are done"
450,315,Marrow - Sandstone Ranch,Upper Canopies Bld D,22,44,Charcol Grey,DR,DCR,1/22,80.555,O,,,,,4/15,4/17,,M,"Knife plates,Stand offs are done"
450,169,Marrow - Sandstone Ranch,Custom Sadle Plates CO#5,18,0,Red Oxide Primed,DR,DCR,12/16,,X,X,X,X,X,4/15,4/15,X,O,NEED CO
450,900,Marrow - Sandstone Ranch,Additional Buckets CO #3,3,4.5,Red Oxide Primed,DR,DCR,11/3,,X,X,X,X,X,4/15,4/15,X,O,NEED CO
480,294,Wood Partners - Alta Flatirons,Area 6 Structural Steel,35.7,52.2,Intumescent,GA,DEP,2/17,1,X,X,X,X,X,3/12,3/17,25%,MFP,
480,299,Wood Partners - Alta Flatirons,Pre-cast Stair Core 2,47.4,6.8,Red Oxide Primed,GA,CBA,1/28,1,X,X,X,X,X,4/15,4/15,O,MFP,QC Done
480,V547,Wood Partners - Alta Flatirons,EP1 Embeds,5,0,RAW,GA,GA,3/31,1,X,X,X,X,X,4/10,4/10,O,,Please Use 12X12
480,431,Wood Partners - Alta Flatirons,Hold Down Embed Install Area 2,0,18.6,RAW,GA,DCR,3/9,2,X,X,X,X,O,4/15,4/16,,,
480,432,Wood Partners - Alta Flatirons,Hold Down Embed Install Area 3,0,23.5,RAW,GA,DCR,3/9,2,X,X,X,X,O,4/15,4/16,,,
480,433,Wood Partners - Alta Flatirons,Hold Down Embed Install Area 4,0,20,RAW,GA,DCR,3/9,2,X,X,X,X,O,4/15,4/16,,,
480,495,Wood Partners - Alta Flatirons,Area 6 Extended Clips,0,0,0,GA,DEP,4/1,3,-,,,,,4/15,4/15,,,
480,389,Wood Partners - Alta Flatirons,Area 2 Structural Steel.389 S1,377.6,473.4,2 HR Intumescent,GA,DEP,3/5,35,X,O,,,,4/2,5/13,,M,
480,430,Wood Partners - Alta Flatirons,Area 4 Structural Steel,99.2,145.3,2HR Intumescent,GA,DEP,3/11,50.5,O,,,,,4/23,5/6,,,Need to order material
480,493,Wood Partners - Alta Flatirons,CO#07 Additional HD Embeds 2,25,35,RAW,GA,DCR,3/30,57.5,-,,,,,4/10,4/14,,,
480,434,Wood Partners - Alta Flatirons,Hold Down Embed Install Area 5,0,17.5,RAW,GA,DCR,3/9,,X,X,X,X,X,4/22,4/23,X,O,
480,437,Wood Partners - Alta Flatirons,CO#04 Additional HD Embeds,25,35,RAW,GA,DCR,3/10,,X,X,X,X,X,4/22,4/24,X,O,
480,435,Wood Partners - Alta Flatirons,Hold Down Embed Install Area 6,0,17.9,RAW,GA,DCR,3/9,,X,X,X,X,X,4/22,4/23,X,O,
480,668,Wood Partners - Alta Flatirons,Curb Protection,6,0,Red Oxide Primed,GA,DTS,8/7,,X,X,X,X,X,4/22,4/22,X,O,3 of 6 complete and delivered
500,186,Brinkman - Novel Flatiron,Hold Down Embed Install,0,87.5,RAW,GA,DCR,12/9,1,X,X,X,X,X,4/22,4/29,O,,
500,154,Brinkman - Novel Flatiron,Elevator Sump Cover,6,6,Galvanized Steel,GA,RJA,1/22,2,X,X,X,X,O,4/22,4/22,,,
500,338,Brinkman - Novel Flatiron,Stair Core 1 Part 1,38.8,60.4,Red Oxide Primed,GA,DCR,2/9,7,X,X,X,O,,4/22,4/27,,,QC Done
500,339,Brinkman - Novel Flatiron,Stair Core 2 Part 1,41.7,62.8,Red Oxide Primed,GA,DCR,2/17,12,X,X,X,O,,4/22,4/27,,,QC done
500,449,Brinkman - Novel Flatiron,Amenity Steel,64.5,101.3,1HR Intumescent,GA,DEP,3/24,47,X,O,,,,4/10,4/20,,,
500,422,Brinkman - Novel Flatiron,Hold Down Embeds Remaining,47.5,0,RAW,GA,DCR,3/6,,X,X,X,X,X,3/20,3/20,X,O,
500,438,Brinkman - Novel Flatiron,CO#08 Hanger Embeds,31.5,0,Raw,GA,CBA,3/11,,X,X,X,X,X,3/20,3/20,X,O,
500,457,Brinkman - Novel Flatiron,Amenity Steel Embeds,3,0,Raw,GA,DEP,3/17,,X,X,X,X,X,3/20,3/20,X,O,
500,324,Brinkman - Novel Flatiron,Hanging Table Embed,1,0,RAW,GA,DCR,1/23,,X,X,X,X,X,4/22,4/22,X,O,
510,151,W.E. O'Neill - Idaho Springs Police Dept.,Pipe Bollards,5.5,0,Safety Yellow,RL,DCR,11/19,78,HOLD,,,,,4/22,4/22,,,HOLD/ Possibly switching to top mount
510,V906,W.E. O'Neill - Idaho Springs Police Dept.,3/4 Anchor Rods (Drop Ship Only),1.5,0,Raw,RL,RL,12/9,,X,X,X,X,X,4/22,4/22,X,O,NEED CO
510,V913,W.E. O'Neill - Idaho Springs Police Dept.,"3/4"" Anchor Rods (24)",1,0,Spray Galv,RL,RL,12/10,,X,X,X,X,X,4/22,4/22,X,O,NEED CO
530,403,Shaw - East Oak Townhomes,2 to 3 Stair Stringers,39,156,Red Oxide Primed,DR,CBA,3/4,1,X,X,X,X,X,3/23,4/3,50%,,Start 3/26
530,468,Shaw - East Oak Townhomes,Mock up Kneewall & Parapet Rails,1.9,1.8,Red Oxide Primed,DR,CBA,3/25,48,X,O,,,,4/7,4/7,,,Material is here
550,469,New Generation Construction - 4th St. North,Bld A Underside PT Slab Connection To Basement Wall Embeds And Angles,26.7,30.8,RAW,DR,DCR,3/20,1,X,X,X,X,X,4/22,4/23,O,,Angles still at shop
550,480,New Generation Construction - 4th St. North,Bld A Storefront Supports To Embeds & Channel,5,15,RAW,DR,DCR,3/30,55,O,,,,,4/22,4/22,,,
550,472,New Generation Construction - 4th St. North,CO#03 Elevator Flat Bars,5,0,Raw,DR,CBA,3/30,80.555,-,,,,,4/22,4/22,,,Two of 40 shipped to site
550,464,New Generation Construction - 4th St. North,Building A Structural Steel Columns & Beams Embed,3.8,0,Raw,DR,DEP,3/17,,X,X,X,X,X,4/22,4/22,X,O,
560,459,Wood Partners - Alta Metro Center,Bld A Structural Embeds,5.3,0,Raw,GA,CBA,3/17,43,HOT,,,,,4/7,4/7,,,Embeds already on-site for A. Will be used on a different bldg
575,402,Brinkmann - Falcon Commerce,Drop Ship Steel Material,25,1.5,Red Oxide Primed,GA,DTS,2/26,,X,X,X,X,X,4/22,4/22,X,O,Last pc of material to land 3/12. Then will be compleat
900,349,Arlington - Velo Interlocken,Bld 6 Rail Extensions,3.3,3.3,Red Oxide Primed,RL,DCR,2/5,2,X,X,X,X,O,2/19,2/19,X,O,
900,485,Arlington - Velo Interlocken,Bld 5 Westside Site Rail,1.3,1,Railing Black,RL,DCR,3/26,2,X,X,X,X,RS,4/3,4/3,,,HOT
900,487,Arlington - Velo Interlocken,Bld 4 Eastside Site Rail,2.5,2,Railing Black,RL,DCR,3/26,2,X,X,X,X,RS,4/3,4/3,,,HOT
900,889,Arlington - Velo Interlocken,Bld 3 Westside Stair Rail,9.5,8.9,Red Oxide Primed,RL,DCR,11/5,,X,X,X,X,X,4/22,4/22,X,O,NEED CO
900,V811,Arlington - Velo Interlocken,"Replacement Panel at 42""",1.5,0.5,Red Oxide Prime,RL,RL,12/16,,X,X,X,X,X,4/22,4/22,X,O,NEED CO
900,V916,Arlington - Velo Interlocken,Diamond Plates 4' X 8' Sheets,1,0,RAW,RL,RL,12/10,,X,X,X,X,X,4/22,4/22,X,O,NEED CO
900,413,Arlington - Velo Interlocken,Bld 6 4th Floor Corner Balconies,13.4,6.5,Railing Black,RL,DCR,3/4,,X,X,X,X,X,3/16,3/16,X,O,HOT
900,414,Arlington - Velo Interlocken,Unit 4205 Balcony Rail,2.9,2.5,Railing Black,RL,DCR,3/4,,X,X,X,X,X,3/16,3/16,X,O,HOT
900,171,Arlington - Velo Interlocken,Bld 1 Interior Step Rail,2.5,2,Red Oxide Primed,RL,DCR,12/3,,X,X,X,X,X,12/10,12/10,X,O,NEED CO
900,172,Arlington - Velo Interlocken,Bld 2 Interior Step Rail,2.5,2,Red Oxide Primed,RL,DCR,12/3,,X,X,X,X,X,12/17,12/17,X,O,NEED CO
900,179,Arlington - Velo Interlocken,Bld 3 Interior Step Rail,2.5,2,Red Oxide Primed,RL,DCR,12/4,,X,X,X,X,X,4/22,4/22,X,O,NEED CO
900,180,Arlington - Velo Interlocken,Bld 4 Interior Step Rail,2.5,2,Red Oxide Primed,RL,DCR,12/4,,X,X,X,X,X,4/22,4/22,X,O,NEED CO
900,182,Arlington - Velo Interlocken,Bld 5 Interior Step Rail,2.5,2,Red Oxide Primed,RL,DCR,12/4,,X,X,X,X,X,4/22,4/22,X,O,NEED CO
900,183,Arlington - Velo Interlocken,Bld 6 Interior Step Rail,2.5,2,Red Oxide Primed,RL,DCR,12/4,,X,X,X,X,X,4/22,4/22,X,O,NEED CO
900,517,Arlington - Velo Interlocken,Maintenance Shed Rail,2.5,1,Railing Black,RL,DCR,6/12,,X,X,X,X,X,4/22,4/22,X,O,NEED CO
900,884,Arlington - Velo Interlocken,Bld 3 Eastside Stair Rail,19.7,18.9,Red Oxide Primed,RL,DCR,11/5,,X,X,X,X,X,4/22,4/23,X,O,NEED CO
999,999,MHMW Office,Office Desk,8,0,Railing Black,WO,DTS,12/9,80.555,-,,,,,4/22,4/22,,,
999,152,Saddleback Simulator Rail,Saddleback Simulator Rail.pd,11.3,11.3,Railing Black,RL,DEP,12/2,,X,X,X,X,X,4/22,4/22,X,O,
999,293,Saddleback Bag Drop,Saddleback Bag Drop,12,0.2,Railing Black,WO,RJA,1/20,,X,X,X,X,X,4/22,4/22,X,O,
